postcode6,buurtcode,buurtnaam
1817EV,BU03610403,Bergerhof en Blaeustraatkwartier
1817EW,BU03610403,Bergerhof en Blaeustraatkwartier
1817EX,BU03610403,Bergerhof en Blaeustraatkwartier
1817EZ,BU03610409,Landelijk gebied-West
1817GA,BU03610404,Bergermeer
1817GB,BU03610404,Bergermeer
1817GC,BU03610404,Bergermeer
1817GD,BU03610404,Bergermeer
1817GE,BU03610404,Bergermeer
1817GG,BU03610404,Bergermeer
1817GH,BU03610404,Bergermeer
1817GJ,BU03610404,Bergermeer
1817GK,BU03610404,Bergermeer
1817GL,BU03610404,Bergermeer
1817GM,BU03610404,Bergermeer
1817GN,BU03610404,Bergermeer
1817GP,BU03610404,Bergermeer
1817GR,BU03610404,Bergermeer
1817GS,BU03610404,Bergermeer
1817GV,BU03610404,Bergermeer
1817HA,BU03610404,Bergermeer
1817HB,BU03610404,Bergermeer
1817HC,BU03610404,Bergermeer
1817HD,BU03610404,Bergermeer
1817HE,BU03610404,Bergermeer
1817HG,BU03610404,Bergermeer
1817HH,BU03610404,Bergermeer
1817HJ,BU03610404,Bergermeer
1817HK,BU03610404,Bergermeer
1817HL,BU03610404,Bergermeer
1817HM,BU03610404,Bergermeer
1817HN,BU03610404,Bergermeer
1817HP,BU03610404,Bergermeer
1817HR,BU03610404,Bergermeer
1817HS,BU03610404,Bergermeer
1817HT,BU03610404,Bergermeer
1817HV,BU03610404,Bergermeer
1817HW,BU03610404,Bergermeer
1817HX,BU03610404,Bergermeer
1817HZ,BU03610404,Bergermeer
1817JA,BU03610404,Bergermeer
1817JB,BU03610404,Bergermeer
1817JC,BU03610404,Bergermeer
1817JD,BU03610404,Bergermeer
1817JE,BU03610404,Bergermeer
1817JG,BU03610404,Bergermeer
1817JH,BU03610404,Bergermeer
1817JJ,BU03610404,Bergermeer
1817JK,BU03610404,Bergermeer
1817JL,BU03610404,Bergermeer
1817JM,BU03610404,Bergermeer
1817JN,BU03610404,Bergermeer
1817JP,BU03610404,Bergermeer
1817JS,BU03610403,Bergerhof en Blaeustraatkwartier
1817KA,BU03610404,Bergermeer
1817KB,BU03610404,Bergermeer
1817KC,BU03610404,Bergermeer
1817KD,BU03610404,Bergermeer
1817KE,BU03610404,Bergermeer
1817KG,BU03610404,Bergermeer
1817KH,BU03610404,Bergermeer
1817KJ,BU03610404,Bergermeer
1817KK,BU03610404,Bergermeer
1817KL,BU03610404,Bergermeer
1817KM,BU03610404,Bergermeer
1817KN,BU03610404,Bergermeer
1817KP,BU03610404,Bergermeer
1817KR,BU03610404,Bergermeer
1817MJ,BU03610403,Bergerhof en Blaeustraatkwartier
1817MK,BU03610409,Landelijk gebied-West
1817ML,BU03610409,Landelijk gebied-West
1817MN,BU03610409,Landelijk gebied-West
1817MP,BU03610409,Landelijk gebied-West
1817MR,BU03610409,Landelijk gebied-West
1817MS,BU03610409,Landelijk gebied-West
1821AA,BU03610203,Schermereiland en Omval
1821AB,BU03610203,Schermereiland en Omval
1821AC,BU03610203,Schermereiland en Omval
1821AD,BU03610203,Schermereiland en Omval
1821AE,BU03610203,Schermereiland en Omval
1821AG,BU03610203,Schermereiland en Omval
1821AH,BU03610203,Schermereiland en Omval
1821AK,BU03610203,Schermereiland en Omval
1821AL,BU03610203,Schermereiland en Omval
1821AM,BU03610203,Schermereiland en Omval
1821AN,BU03610203,Schermereiland en Omval
1821AP,BU03610203,Schermereiland en Omval
1821AR,BU03610203,Schermereiland en Omval
1821AS,BU03610203,Schermereiland en Omval
1821AT,BU03610203,Schermereiland en Omval
1821AV,BU03610203,Schermereiland en Omval
1821AX,BU03610203,Schermereiland en Omval
1821AZ,BU03610203,Schermereiland en Omval
1821BA,BU03610203,Schermereiland en Omval
1821BB,BU03610203,Schermereiland en Omval
1821BC,BU03610203,Schermereiland en Omval
1821BD,BU03610203,Schermereiland en Omval
1821BE,BU03610203,Schermereiland en Omval
1821BG,BU03610203,Schermereiland en Omval
1821BH,BU03610203,Schermereiland en Omval
1821BJ,BU03610203,Schermereiland en Omval
1821BK,BU03610203,Schermereiland en Omval
1821BL,BU03610203,Schermereiland en Omval
1821BM,BU03610203,Schermereiland en Omval
1821BN,BU03610203,Schermereiland en Omval
1821BP,BU03610203,Schermereiland en Omval
1821BR,BU03610203,Schermereiland en Omval
1821BS,BU03610203,Schermereiland en Omval
1821BT,BU03610203,Schermereiland en Omval
1821BV,BU03610203,Schermereiland en Omval
1821BW,BU03610203,Schermereiland en Omval
1821BX,BU03610203,Schermereiland en Omval
1821BZ,BU03610203,Schermereiland en Omval
1821CA,BU03610203,Schermereiland en Omval
1821CB,BU03610203,Schermereiland en Omval
1821CC,BU03610203,Schermereiland en Omval
1821CD,BU03610203,Schermereiland en Omval
1821CE,BU03610203,Schermereiland en Omval
1821CG,BU03610203,Schermereiland en Omval
1821CH,BU03610203,Schermereiland en Omval
1821EB,BU03610203,Schermereiland en Omval
1821EC,BU03610203,Schermereiland en Omval
1822AA,BU03610201,Oudorp-Noord en Oudorp-Oost
1822AD,BU03610208,De Nollen
1822AE,BU03610208,De Nollen
1822AK,BU03610208,De Nollen
1822AL,BU03610208,De Nollen
1822AM,BU03610208,De Nollen
1822BA,BU03610209,Beverkoog
1822BB,BU03610209,Beverkoog
1822BC,BU03610209,Beverkoog
1822BE,BU03610209,Beverkoog
1822BG,BU03610209,Beverkoog
1822BH,BU03610209,Beverkoog
1822BJ,BU03610209,Beverkoog
1822BK,BU03610209,Beverkoog
1822BL,BU03610209,Beverkoog
1822BM,BU03610209,Beverkoog
1822BN,BU03610209,Beverkoog
1822BR,BU03610209,Beverkoog
1822BS,BU03610209,Beverkoog
1822BT,BU03610209,Beverkoog
1822BV,BU03610209,Beverkoog
1822BW,BU03610209,Beverkoog
1822BX,BU03610209,Beverkoog
1822BZ,BU03610209,Beverkoog
1822CA,BU03610209,Beverkoog
1822CB,BU03610209,Beverkoog
1822CC,BU03610209,Beverkoog
1822CD,BU03610209,Beverkoog
1822DC,BU03610208,De Nollen
1822EA,BU03610208,De Nollen
1822EB,BU03610208,De Nollen
1822EC,BU03610208,De Nollen
1822ED,BU03610208,De Nollen
1822EE,BU03610208,De Nollen
1822EG,BU03610208,De Nollen
1822EH,BU03610208,De Nollen
1822EJ,BU03610208,De Nollen
1822EK,BU03610208,De Nollen
1822JA,BU03611100,Vroonermeer-Zuid
1822JB,BU03611100,Vroonermeer-Zuid
1822JC,BU03611100,Vroonermeer-Zuid
1822JD,BU03611100,Vroonermeer-Zuid
1822JE,BU03611100,Vroonermeer-Zuid
1822KA,BU03611100,Vroonermeer-Zuid
1822KB,BU03611100,Vroonermeer-Zuid
1822KC,BU03611100,Vroonermeer-Zuid
1822KD,BU03611100,Vroonermeer-Zuid
1822KE,BU03611100,Vroonermeer-Zuid
1822KG,BU03611100,Vroonermeer-Zuid
1822KH,BU03611100,Vroonermeer-Zuid
1822KJ,BU03611100,Vroonermeer-Zuid
1822KK,BU03611100,Vroonermeer-Zuid
1822KL,BU03611100,Vroonermeer-Zuid
1822LA,BU03611100,Vroonermeer-Zuid
1822LB,BU03611100,Vroonermeer-Zuid
1822LC,BU03611100,Vroonermeer-Zuid
1822LD,BU03611100,Vroonermeer-Zuid
1822LE,BU03611100,Vroonermeer-Zuid
1822LG,BU03611100,Vroonermeer-Zuid
1822LH,BU03611100,Vroonermeer-Zuid
1822LJ,BU03611100,Vroonermeer-Zuid
1822MA,BU03611100,Vroonermeer-Zuid
1822MB,BU03611100,Vroonermeer-Zuid
1822MC,BU03611100,Vroonermeer-Zuid
1822MD,BU03611100,Vroonermeer-Zuid
1822ME,BU03611100,Vroonermeer-Zuid
1822MG,BU03611100,Vroonermeer-Zuid
1822MH,BU03611100,Vroonermeer-Zuid
1822MK,BU03611100,Vroonermeer-Zuid
1822ML,BU03611100,Vroonermeer-Zuid
1822MN,BU03611100,Vroonermeer-Zuid
1822PA,BU03611101,Vroonermeer-Noord
1822PB,BU03611101,Vroonermeer-Noord
1822PC,BU03611101,Vroonermeer-Noord
1822PD,BU03611101,Vroonermeer-Noord
1822PE,BU03611101,Vroonermeer-Noord
1822PG,BU03611101,Vroonermeer-Noord
1822PH,BU03611101,Vroonermeer-Noord
1822PJ,BU03611101,Vroonermeer-Noord
1822PK,BU03611101,Vroonermeer-Noord
1822PM,BU03611101,Vroonermeer-Noord
1822PN,BU03611101,Vroonermeer-Noord
1822PP,BU03611101,Vroonermeer-Noord
1822PR,BU03611101,Vroonermeer-Noord
1822PS,BU03611101,Vroonermeer-Noord
1822PT,BU03611101,Vroonermeer-Noord
1822PV,BU03611101,Vroonermeer-Noord
1822PW,BU03611101,Vroonermeer-Noord
1822PX,BU03611101,Vroonermeer-Noord
1822PZ,BU03611101,Vroonermeer-Noord
1822RA,BU03611101,Vroonermeer-Noord
1822RB,BU03611101,Vroonermeer-Noord
1822RC,BU03611101,Vroonermeer-Noord
1822RD,BU03611101,Vroonermeer-Noord
1822RE,BU03611101,Vroonermeer-Noord
1822RG,BU03611101,Vroonermeer-Noord
1822RH,BU03611101,Vroonermeer-Noord
1822RJ,BU03611101,Vroonermeer-Noord
1822RK,BU03611101,Vroonermeer-Noord
1822RL,BU03611101,Vroonermeer-Noord
1822RM,BU03611101,Vroonermeer-Noord
1822RN,BU03611101,Vroonermeer-Noord
1822RP,BU03611101,Vroonermeer-Noord
1822RR,BU03611101,Vroonermeer-Noord
1823AA,BU03610200,Rekerbuurt en Ooievaarsnest
1823AB,BU03610200,Rekerbuurt en Ooievaarsnest
1823AC,BU03610200,Rekerbuurt en Ooievaarsnest
1823AD,BU03610200,Rekerbuurt en Ooievaarsnest
1823AE,BU03610200,Rekerbuurt en Ooievaarsnest
1823AG,BU03610200,Rekerbuurt en Ooievaarsnest
1823AH,BU03610200,Rekerbuurt en Ooievaarsnest
1823AJ,BU03610200,Rekerbuurt en Ooievaarsnest
1823AK,BU03610200,Rekerbuurt en Ooievaarsnest
1823AL,BU03610200,Rekerbuurt en Ooievaarsnest
1823AM,BU03610200,Rekerbuurt en Ooievaarsnest
1823AN,BU03610200,Rekerbuurt en Ooievaarsnest
1823AP,BU03610200,Rekerbuurt en Ooievaarsnest
1823AR,BU03610200,Rekerbuurt en Ooievaarsnest
1823AS,BU03610200,Rekerbuurt en Ooievaarsnest
1823AT,BU03610200,Rekerbuurt en Ooievaarsnest
1823BA,BU03610200,Rekerbuurt en Ooievaarsnest
1823BB,BU03610200,Rekerbuurt en Ooievaarsnest
1823BC,BU03610200,Rekerbuurt en Ooievaarsnest
1823BD,BU03610200,Rekerbuurt en Ooievaarsnest
1823BE,BU03610200,Rekerbuurt en Ooievaarsnest
1823BG,BU03610200,Rekerbuurt en Ooievaarsnest
1823BH,BU03610200,Rekerbuurt en Ooievaarsnest
1823BJ,BU03610200,Rekerbuurt en Ooievaarsnest
1823BK,BU03610200,Rekerbuurt en Ooievaarsnest
1823BL,BU03610200,Rekerbuurt en Ooievaarsnest
1823BM,BU03610200,Rekerbuurt en Ooievaarsnest
1823BN,BU03610200,Rekerbuurt en Ooievaarsnest
1823BP,BU03610200,Rekerbuurt en Ooievaarsnest
1823BR,BU03610200,Rekerbuurt en Ooievaarsnest
1823BS,BU03610200,Rekerbuurt en Ooievaarsnest
1823BT,BU03610200,Rekerbuurt en Ooievaarsnest
1823BV,BU03610200,Rekerbuurt en Ooievaarsnest
1823BW,BU03610200,Rekerbuurt en Ooievaarsnest
1823BX,BU03610200,Rekerbuurt en Ooievaarsnest
1823BZ,BU03610200,Rekerbuurt en Ooievaarsnest
1823CA,BU03610200,Rekerbuurt en Ooievaarsnest
1823CB,BU03610200,Rekerbuurt en Ooievaarsnest
1823CC,BU03610200,Rekerbuurt en Ooievaarsnest
1823CD,BU03610200,Rekerbuurt en Ooievaarsnest
1823CE,BU03610200,Rekerbuurt en Ooievaarsnest
1823CG,BU03610200,Rekerbuurt en Ooievaarsnest
1823CH,BU03610200,Rekerbuurt en Ooievaarsnest
1823CJ,BU03610803,Overstad
1823CK,BU03610803,Overstad
1823CL,BU03610803,Overstad
1823CM,BU03610803,Overstad
1823CN,BU03610803,Overstad
1823CP,BU03610803,Overstad
1823CR,BU03610803,Overstad
1823CS,BU03610803,Overstad
1823CT,BU03610803,Overstad
1823CV,BU03610803,Overstad
1823CW,BU03610803,Overstad
1823CX,BU03610803,Overstad
1823CZ,BU03610803,Overstad
1823DA,BU03610200,Rekerbuurt en Ooievaarsnest
1823DB,BU03610200,Rekerbuurt en Ooievaarsnest
1823DC,BU03610201,Oudorp-Noord en Oudorp-Oost
1823DD,BU03610200,Rekerbuurt en Ooievaarsnest
1823DE,BU03610200,Rekerbuurt en Ooievaarsnest
1823DG,BU03610201,Oudorp-Noord en Oudorp-Oost
1823DH,BU03610201,Oudorp-Noord en Oudorp-Oost
1823DJ,BU03610200,Rekerbuurt en Ooievaarsnest
1823DK,BU03610200,Rekerbuurt en Ooievaarsnest
1823DL,BU03610201,Oudorp-Noord en Oudorp-Oost
1823DM,BU03610208,De Nollen
1823DN,BU03610208,De Nollen
1823DP,BU03610208,De Nollen
1823DR,BU03610208,De Nollen
1823DS,BU03610201,Oudorp-Noord en Oudorp-Oost
1823EA,BU03610205,Oudorperpolder-Midden
1823EB,BU03610204,Oudorperpolder-Zuid
1823EC,BU03610204,Oudorperpolder-Zuid
1823ED,BU03610205,Oudorperpolder-Midden
1823EE,BU03610204,Oudorperpolder-Zuid
1823EH,BU03610204,Oudorperpolder-Zuid
1823EJ,BU03610204,Oudorperpolder-Zuid
1823EK,BU03610204,Oudorperpolder-Zuid
1823EL,BU03610204,Oudorperpolder-Zuid
1823EM,BU03610204,Oudorperpolder-Zuid
1823EN,BU03610204,Oudorperpolder-Zuid
1823EP,BU03610204,Oudorperpolder-Zuid
1823ER,BU03610204,Oudorperpolder-Zuid
1823ES,BU03610204,Oudorperpolder-Zuid
1823ET,BU03610205,Oudorperpolder-Midden
1823EV,BU03610205,Oudorperpolder-Midden
1823EW,BU03610205,Oudorperpolder-Midden
1823EX,BU03610205,Oudorperpolder-Midden
1823EZ,BU03610205,Oudorperpolder-Midden
1823GA,BU03610206,Oudorperpolder-Noord
1823GB,BU03610206,Oudorperpolder-Noord
1823GC,BU03610206,Oudorperpolder-Noord
1823GD,BU03610206,Oudorperpolder-Noord
1823GE,BU03610206,Oudorperpolder-Noord
1823GG,BU03610206,Oudorperpolder-Noord
1823GH,BU03610206,Oudorperpolder-Noord
1823GJ,BU03610206,Oudorperpolder-Noord
1823GK,BU03610206,Oudorperpolder-Noord
1823GL,BU03610206,Oudorperpolder-Noord
1823GM,BU03610206,Oudorperpolder-Noord
1823GN,BU03610206,Oudorperpolder-Noord
1823GP,BU03610206,Oudorperpolder-Noord
1823GR,BU03610206,Oudorperpolder-Noord
1823GS,BU03610206,Oudorperpolder-Noord
1823GT,BU03610206,Oudorperpolder-Noord
1823GV,BU03610206,Oudorperpolder-Noord
1823GW,BU03610206,Oudorperpolder-Noord
1823GX,BU03610206,Oudorperpolder-Noord
1823GZ,BU03610206,Oudorperpolder-Noord
1823HA,BU03610206,Oudorperpolder-Noord
1823HB,BU03610206,Oudorperpolder-Noord
1823HC,BU03610206,Oudorperpolder-Noord
1823HD,BU03610206,Oudorperpolder-Noord
1823HE,BU03610206,Oudorperpolder-Noord
1823HG,BU03610206,Oudorperpolder-Noord
1823HH,BU03610206,Oudorperpolder-Noord
1823HJ,BU03610206,Oudorperpolder-Noord
1823HK,BU03610206,Oudorperpolder-Noord
1823HL,BU03610206,Oudorperpolder-Noord
1823HM,BU03610206,Oudorperpolder-Noord
1823HN,BU03610206,Oudorperpolder-Noord
1823HP,BU03610206,Oudorperpolder-Noord
1823HR,BU03610206,Oudorperpolder-Noord
1823HS,BU03610204,Oudorperpolder-Zuid
1823JA,BU03610803,Overstad
1823JB,BU03610803,Overstad
1823JC,BU03610803,Overstad
1823VA,BU03610204,Oudorperpolder-Zuid
1823VB,BU03610204,Oudorperpolder-Zuid
1823VC,BU03610204,Oudorperpolder-Zuid
1823VD,BU03610204,Oudorperpolder-Zuid
1823VE,BU03610204,Oudorperpolder-Zuid
1823VG,BU03610204,Oudorperpolder-Zuid
1823VH,BU03610204,Oudorperpolder-Zuid
1823VJ,BU03610204,Oudorperpolder-Zuid
1823VK,BU03610204,Oudorperpolder-Zuid
1823VL,BU03610205,Oudorperpolder-Midden
1823VM,BU03610205,Oudorperpolder-Midden
1823VN,BU03610205,Oudorperpolder-Midden
1823WB,BU03610204,Oudorperpolder-Zuid
1823WD,BU03610204,Oudorperpolder-Zuid
1823WE,BU03610204,Oudorperpolder-Zuid
1823WG,BU03610204,Oudorperpolder-Zuid
1823WH,BU03610204,Oudorperpolder-Zuid
1823WJ,BU03610204,Oudorperpolder-Zuid
1823WK,BU03610204,Oudorperpolder-Zuid
1823XA,BU03610204,Oudorperpolder-Zuid
1823XB,BU03610204,Oudorperpolder-Zuid
1823XC,BU03610204,Oudorperpolder-Zuid
1823XD,BU03610204,Oudorperpolder-Zuid
1823XE,BU03610204,Oudorperpolder-Zuid
1823XG,BU03610204,Oudorperpolder-Zuid
1823XH,BU03610204,Oudorperpolder-Zuid
1823XJ,BU03610204,Oudorperpolder-Zuid
1823XK,BU03610204,Oudorperpolder-Zuid
1823XL,BU03610204,Oudorperpolder-Zuid
1823XM,BU03610204,Oudorperpolder-Zuid
1823XN,BU03610204,Oudorperpolder-Zuid
1823XP,BU03610204,Oudorperpolder-Zuid
1823XR,BU03610204,Oudorperpolder-Zuid
1823XS,BU03610204,Oudorperpolder-Zuid
1823XT,BU03610204,Oudorperpolder-Zuid
1823XV,BU03610204,Oudorperpolder-Zuid
1823XW,BU03610204,Oudorperpolder-Zuid
1823XX,BU03610204,Oudorperpolder-Zuid
1824DA,BU03610502,Huiswaard-2-West
1824DS,BU03610503,Huiswaard-2-Oost
1824DT,BU03610503,Huiswaard-2-Oost
1824DV,BU03610503,Huiswaard-2-Oost
1824DW,BU03610503,Huiswaard-2-Oost
1824DX,BU03610503,Huiswaard-2-Oost
1824DZ,BU03610503,Huiswaard-2-Oost
1824EA,BU03610500,Huiswaard-1-Zuid
1824EB,BU03610500,Huiswaard-1-Zuid
1824EC,BU03610500,Huiswaard-1-Zuid
1824ED,BU03610500,Huiswaard-1-Zuid
1824EE,BU03610500,Huiswaard-1-Zuid
1824EG,BU03610500,Huiswaard-1-Zuid
1824EH,BU03610500,Huiswaard-1-Zuid
1824EJ,BU03610500,Huiswaard-1-Zuid
1824EK,BU03610500,Huiswaard-1-Zuid
1824EL,BU03610500,Huiswaard-1-Zuid
1824EM,BU03610500,Huiswaard-1-Zuid
1824EN,BU03610500,Huiswaard-1-Zuid
1824EP,BU03610500,Huiswaard-1-Zuid
1824ER,BU03610500,Huiswaard-1-Zuid
1824ES,BU03610500,Huiswaard-1-Zuid
1824ET,BU03610500,Huiswaard-1-Zuid
1824EV,BU03610500,Huiswaard-1-Zuid
1824EW,BU03610500,Huiswaard-1-Zuid
1824EX,BU03610500,Huiswaard-1-Zuid
1824EZ,BU03610500,Huiswaard-1-Zuid
1824GA,BU03610502,Huiswaard-2-West
1824GB,BU03610502,Huiswaard-2-West
1824GC,BU03610502,Huiswaard-2-West
1824GD,BU03610502,Huiswaard-2-West
1824GE,BU03610502,Huiswaard-2-West
1824GG,BU03610502,Huiswaard-2-West
1824GH,BU03610502,Huiswaard-2-West
1824GJ,BU03610502,Huiswaard-2-West
1824GK,BU03610502,Huiswaard-2-West
1824GL,BU03610502,Huiswaard-2-West
1824GM,BU03610502,Huiswaard-2-West
1824GN,BU03610502,Huiswaard-2-West
1824GP,BU03610502,Huiswaard-2-West
1824GR,BU03610502,Huiswaard-2-West
1824GS,BU03610502,Huiswaard-2-West
1824GT,BU03610502,Huiswaard-2-West
1824GV,BU03610502,Huiswaard-2-West
1824GW,BU03610502,Huiswaard-2-West
1824GX,BU03610502,Huiswaard-2-West
1824GZ,BU03610502,Huiswaard-2-West
1824HA,BU03610502,Huiswaard-2-West
1824HB,BU03610502,Huiswaard-2-West
1824HC,BU03610502,Huiswaard-2-West
1824HD,BU03610502,Huiswaard-2-West
1824HE,BU03610502,Huiswaard-2-West
1824HG,BU03610502,Huiswaard-2-West
1824HH,BU03610502,Huiswaard-2-West
1824HJ,BU03610502,Huiswaard-2-West
1824HK,BU03610502,Huiswaard-2-West
1824HL,BU03610502,Huiswaard-2-West
1824HM,BU03610502,Huiswaard-2-West
1824HN,BU03610502,Huiswaard-2-West
1824HP,BU03610502,Huiswaard-2-West
1824HR,BU03610502,Huiswaard-2-West
1824HS,BU03610502,Huiswaard-2-West
1824HT,BU03610502,Huiswaard-2-West
1824HV,BU03610502,Huiswaard-2-West
1824HW,BU03610502,Huiswaard-2-West
1824HX,BU03610502,Huiswaard-2-West
1824HZ,BU03610502,Huiswaard-2-West
1824JA,BU03610502,Huiswaard-2-West
1824JB,BU03610502,Huiswaard-2-West
1824JC,BU03610502,Huiswaard-2-West
1824JD,BU03610502,Huiswaard-2-West
1824JE,BU03610502,Huiswaard-2-West
1824JG,BU03610502,Huiswaard-2-West
1824JH,BU03610502,Huiswaard-2-West
1824JJ,BU03610502,Huiswaard-2-West
1824JK,BU03610502,Huiswaard-2-West
1824JL,BU03610502,Huiswaard-2-West
1824JM,BU03610502,Huiswaard-2-West
1824JN,BU03610502,Huiswaard-2-West
1824JP,BU03610502,Huiswaard-2-West
1824JR,BU03610502,Huiswaard-2-West
1824JS,BU03610502,Huiswaard-2-West
1824JT,BU03610502,Huiswaard-2-West
1824JV,BU03610502,Huiswaard-2-West
1824JW,BU03610502,Huiswaard-2-West
1824KA,BU03610503,Huiswaard-2-Oost
1824KB,BU03610503,Huiswaard-2-Oost
1824KC,BU03610503,Huiswaard-2-Oost
1824KD,BU03610503,Huiswaard-2-Oost
1824KE,BU03610503,Huiswaard-2-Oost
1824KG,BU03610503,Huiswaard-2-Oost
1824KH,BU03610503,Huiswaard-2-Oost
1824KJ,BU03610503,Huiswaard-2-Oost
1824KK,BU03610503,Huiswaard-2-Oost
1824KL,BU03610503,Huiswaard-2-Oost
1824KM,BU03610503,Huiswaard-2-Oost
1824KN,BU03610503,Huiswaard-2-Oost
1824KP,BU03610503,Huiswaard-2-Oost
1824KR,BU03610503,Huiswaard-2-Oost
1824KS,BU03610503,Huiswaard-2-Oost
1824KT,BU03610503,Huiswaard-2-Oost
1824KV,BU03610503,Huiswaard-2-Oost
1824KW,BU03610503,Huiswaard-2-Oost
1824KX,BU03610503,Huiswaard-2-Oost
1824KZ,BU03610503,Huiswaard-2-Oost
1824LA,BU03610503,Huiswaard-2-Oost
1824LB,BU03610503,Huiswaard-2-Oost
1824LC,BU03610503,Huiswaard-2-Oost
1824LD,BU03610503,Huiswaard-2-Oost
1824LE,BU03610503,Huiswaard-2-Oost
1824LG,BU03610503,Huiswaard-2-Oost
1824LH,BU03610503,Huiswaard-2-Oost
1824LJ,BU03610503,Huiswaard-2-Oost
1824LK,BU03610503,Huiswaard-2-Oost
1824LL,BU03610503,Huiswaard-2-Oost
1824LM,BU03610503,Huiswaard-2-Oost
1824LN,BU03610503,Huiswaard-2-Oost
1824LP,BU03610503,Huiswaard-2-Oost
1824LR,BU03610503,Huiswaard-2-Oost
1824LS,BU03610503,Huiswaard-2-Oost
1824LT,BU03610503,Huiswaard-2-Oost
1824LV,BU03610503,Huiswaard-2-Oost
1824LW,BU03610503,Huiswaard-2-Oost
1824SB,BU03610500,Huiswaard-1-Zuid
1824SC,BU03610500,Huiswaard-1-Zuid
1824SE,BU03610500,Huiswaard-1-Zuid
1824SG,BU03610500,Huiswaard-1-Zuid
1824SH,BU03610500,Huiswaard-1-Zuid
1824SJ,BU03610500,Huiswaard-1-Zuid
1824SK,BU03610500,Huiswaard-1-Zuid
1824SL,BU03610500,Huiswaard-1-Zuid
1824SM,BU03610500,Huiswaard-1-Zuid
1824SN,BU03610500,Huiswaard-1-Zuid
1824SP,BU03610500,Huiswaard-1-Zuid
1824SR,BU03610500,Huiswaard-1-Zuid
1824ST,BU03610500,Huiswaard-1-Zuid
1824TA,BU03610500,Huiswaard-1-Zuid
1824TB,BU03610500,Huiswaard-1-Zuid
1824TC,BU03610500,Huiswaard-1-Zuid
1824TD,BU03610500,Huiswaard-1-Zuid
1824TE,BU03610500,Huiswaard-1-Zuid
1824TG,BU03610500,Huiswaard-1-Zuid
1824TH,BU03610500,Huiswaard-1-Zuid
1824TJ,BU03610500,Huiswaard-1-Zuid
1824TK,BU03610500,Huiswaard-1-Zuid
1824TL,BU03610500,Huiswaard-1-Zuid
1824TM,BU03610500,Huiswaard-1-Zuid
1824TN,BU03610500,Huiswaard-1-Zuid
1824VA,BU03610500,Huiswaard-1-Zuid
1824VB,BU03610500,Huiswaard-1-Zuid
1824VC,BU03610500,Huiswaard-1-Zuid
1824VD,BU03610500,Huiswaard-1-Zuid
1824VE,BU03610500,Huiswaard-1-Zuid
1824VG,BU03610500,Huiswaard-1-Zuid
1824VH,BU03610500,Huiswaard-1-Zuid
1824VJ,BU03610500,Huiswaard-1-Zuid
1824VK,BU03610500,Huiswaard-1-Zuid
1824VL,BU03610500,Huiswaard-1-Zuid
1824VM,BU03610500,Huiswaard-1-Zuid
1824VN,BU03610500,Huiswaard-1-Zuid
1824XA,BU03610501,Muiderwaard
1824XB,BU03610501,Muiderwaard
1824XC,BU03610501,Muiderwaard
1824XD,BU03610501,Muiderwaard
1824XE,BU03610501,Muiderwaard
1824XG,BU03610501,Muiderwaard
1824XH,BU03610501,Muiderwaard
1824XJ,BU03610501,Muiderwaard
1824XK,BU03610501,Muiderwaard
1824XL,BU03610501,Muiderwaard
1824XM,BU03610501,Muiderwaard
1824XN,BU03610501,Muiderwaard
1824XP,BU03610501,Muiderwaard
1824XR,BU03610501,Muiderwaard
1824XS,BU03610501,Muiderwaard
1824XT,BU03610500,Huiswaard-1-Zuid
1824XV,BU03610500,Huiswaard-1-Zuid
1824XW,BU03610500,Huiswaard-1-Zuid
1824XX,BU03610500,Huiswaard-1-Zuid
1825AA,BU03610600,'t Rak-Zuid
1825AB,BU03610600,'t Rak-Zuid
1825AC,BU03610600,'t Rak-Zuid
1825AD,BU03610600,'t Rak-Zuid
1825AE,BU03610600,'t Rak-Zuid
1825AG,BU03610600,'t Rak-Zuid
1825AH,BU03610600,'t Rak-Zuid
1825AJ,BU03610600,'t Rak-Zuid
1825AK,BU03610600,'t Rak-Zuid
1825AL,BU03610600,'t Rak-Zuid
1825AM,BU03610600,'t Rak-Zuid
1825AN,BU03610600,'t Rak-Zuid
1825AP,BU03610600,'t Rak-Zuid
1825AT,BU03610600,'t Rak-Zuid
1825BA,BU03610604,De Mare
1825BB,BU03610600,'t Rak-Zuid
1825BC,BU03610600,'t Rak-Zuid
1825BD,BU03610600,'t Rak-Zuid
1825BE,BU03610600,'t Rak-Zuid
1825BG,BU03610600,'t Rak-Zuid
1825BH,BU03610600,'t Rak-Zuid
1825BJ,BU03610600,'t Rak-Zuid
1825BK,BU03610600,'t Rak-Zuid
1825BL,BU03610600,'t Rak-Zuid
1825BM,BU03610600,'t Rak-Zuid
1825BN,BU03610600,'t Rak-Zuid
1825BP,BU03610600,'t Rak-Zuid
1825BR,BU03610600,'t Rak-Zuid
1825BS,BU03610600,'t Rak-Zuid
1825BT,BU03610600,'t Rak-Zuid
1825BW,BU03610600,'t Rak-Zuid
1825BZ,BU03610604,De Mare
1825CC,BU03610600,'t Rak-Zuid
1825CD,BU03610600,'t Rak-Zuid
1825CE,BU03610600,'t Rak-Zuid
1825CG,BU03610600,'t Rak-Zuid
1825CH,BU03610600,'t Rak-Zuid
1825CJ,BU03610600,'t Rak-Zuid
1825CK,BU03610600,'t Rak-Zuid
